4628	MYH10
56623	INPP5E
56624	ASAH2
4661	MYT1
143496	OR52B4
55788	LMBRD1
4660	PPP1R12B
161497	STRC
128360	OR10T2
284058	KIAA1267
128366	OR6P1
128367	OR10X1
128368	OR10Z1
4659	PPP1R12A
4656	Myogenin
4653	MYOC
207063	DHRSX
4654	MyoD
55798	METTL2B
117196	MRGPRX4
4650	MYO9B
117195	MRGPRX3
55796	MBNL3
117194	MRGPRX2
4651	MYO10
128371	OR6K6
128372	OR6N1
115703	SNX26
4646	MYO6
55791	C1orf103
55790	ChGn
4647	MYO7A
56606	SLC2A9
4643	MYO1E
56605	ERO1LB
4644	MYO5A
56603	CYP26B1
4645	MYO5B
55760	DHX32
4680	CEACAM6
55763	EXOC1
4684	Neural cell adhesion molecule
4683	Nibrin
55766	H2AFJ
55768	NGLY1
55769	ZNF83
728358	DEFA1B
57787	MARK4
353376	TICAM2
4677	NARS (gene)
4678	NASP (gene)
4676	NAP1L4
55770	EXOC2
4671	NAIP (gene)
55775	TDP1
4673	NAP1L1
100288142	NBPF10
4664	NAB1
4665	NAB2
4666	NACA (gene)
4668	NAGA (gene)
4698	NDUFA5
114625	ERMAP
10919	EHMT2
25829	TMEM184B
10926	DBF4
10927	SPIN1
51421	AMOTL2
25827	FBXL2
10920	COPS8
25828	TXN2
10921	RNPS1
25825	Beta-secretase 2
10922	FASTK
10923	SUB1
25823	TPSG1
54212	SNTG1
25824	PRDX5
25821	MTO1
51422	PRKAG2
51429	SNX9
25820	ARIH1
51428	DDX41
54210	TREM1
51426	POLK
376267	RAB15
4689	Neutrophil cytosolic factor 4
4688	Neutrophil cytosolic factor 2
10908	Neuropathy target esterase
10907	TXNL4A
10906	TRAFD1
10915	Transcription elongation regulator 1
10916	MAGED2
10913	EDAR
10914	PAPOLA
10911	UTS2
25837	RAB26
10912	GADD45G
25839	COG4
10910	SUGT1
4695	NDUFA2
51434	ANAPC7
25833	POU2F3
51433	ANAPC5
4693	Norrin
4694	NADH dehydrogenase (ubiquinone), alpha 1
51438	MAGEC2
4691	Nucleolin
4692	NDN (gene)
25830	SULT4A1
4690	NCK1
23581	Caspase 14
23580	CDC42EP4
23583	SMUG1
23582	CCNDBP1
404672	GTF2H5
25805	BAMBI
10944	C11orf58
25803	SPDEF
25804	LSM4
10945	KDELR1
25809	TTLL1
10946	SF3A3
10949	HNRNPA0
51406	NOL7
23589	CARHSP1
25801	GCA (gene)
23585	TMEM50A
140628	GATA5
23586	DDX58
10940	POP1 (gene)
10941	UGT2A1
23587	C17orf81
25800	SLC39A6
595	Cyclin D1
23594	ORC6L
23593	HEBP2
594	BCKDHB
597	BCL2-related protein A1
596	Bcl-2
23590	PDSS1
599	BCL2L2
598	BCL2-like 1 (gene)
10928	RALBP1
54207	KCNK10
150000	ABCC13
10933	MORF4L1
25814	ATXN10
25816	TNFAIP8
54205	Cytochrome c
25817	FAM19A5
54206	ERRFI1
25818	KLK5
10938	EHD1
54209	TREM2
10935	PRDX3
10936	GPR75
51412	ACTL6B
590	Butyrylcholinesterase
23598	PATZ1
10930	APOBEC2
85021	REPS1
165829	GPR156
23595	ORC3L
25813	SAMM50
593	BCKDHA
23596	OPN3
327657	SERPINA9
56673	C11orf16
57720	GPR107
245711	SPDYA
57727	NCOA5
255877	BCL6B
65217	PCDH15
51466	Enah/Vasp-like
25865	PRKD2
25861	DFNB31
56670	SUCNR1
51465	UBE2J1
51463	GPR89B
57733	GBA3
56683	C21orf59
57731	SPTBN4
25870	SUMF2
25876	SPEF1
51478	HSD17B7
51479	ANKFY1
25873	RPL36
25875	LETMD1
25874	BRP44
116068	LYSMD3
51473	DCDC2 (gene)
51474	LIMA1
56652	PEO1
56650	CLDND1
56656	OR2S2
56654	NPDC1
57704	GBA2
56659	KCNK13
57706	DENND1A
57708	MIER1
391107	OR10K2
25842	ASF1A
391109	OR10K1
51449	PCYOX1
51447	IHPK2
25844	YIPF3
25843	MOBKL3
117144	CatSper1
25849	DKFZP564O0823
10901	DHRS4
51440	HPCAL4
10900	RUNDC3A
10902	BRD8
10905	MAN1A2
10904	BLCAP
57716	PRX (gene)
57717	PCDHB16
57715	SEMA4G
51455	REV1
25855	BRMS1
116085	SLC22A12
51458	RHCG
51451	LCMT1
391112	OR6Y1
129446	XIRP2
65220	NAD+ kinase
56660	KCNK12
51450	PRRX2
81127	OR4K15
10894	LYVE1
10897	YIF1A
51378	ANGPT4
10890	RAB10
6774	STAT3
140459	ASB6
10891	PPARGC1A
23512	SUZ12
10892	MALT1
6772	STAT1
23513	SCRIB
10893	MMP24
6773	STAT2
162514	TRPV3
23515	MORC3
51373	MRPS17
23517	SKIV2L2
51371	POMP
140453	MUC17
10898	CPSF4
51377	Ubiquitin carboxyl-terminal hydrolase L5
23519	ANP32D
10899	JTB (gene)
51374	C2orf28
1728	NAD(P)H dehydrogenase (quinone 1)
1729	DIAPH1
1727	CYB5R3
2857	GPR34
1725	DHPS
2859	GPR35
2854	GPR32
2853	GPR31
6767	ST13
2856	GPR33
2850	GPR27
2852	GPR30
120071	GYLTL1B (gene)
51367	POP5
6780	STAU1
6781	STC1
6782	STCH
6783	SULT1E1
6785	ELOVL4
6786	STIM1
140464	PISRT1
51362	CDC40
140465	MYL6B
51361	HOOK1
51364	ZMYND10
51363	GALNAC4S-6ST
51366	UBR5
1717	7-Dehydrocholesterol reductase
409	Arrestin beta 2
1718	24-dehydrocholesterol reductase
408	Arrestin beta 1
1719	Dihydrofolate reductase
405	Aryl hydrocarbon receptor nuclear translocator
2849	GPR26
2848	GPR25
407	ARR3
2847	Melanin-concentrating hormone receptor 1
1716	DGUOK
2846	LPAR4
406	ARNTL
401	PHOX2A
2845	GPR22
6777	STAT5B
400	ARL1
6776	STAT5A
2844	GPR21
120065	OR5P2
403	ARL3
6779	STATH
2843	GPR20
120066	OR5P3
402	ARL2
6778	STAT6
2842	GPR19
2841	GPR18
2840	GPR17
6752	Somatostatin receptor 2
23533	PIK3R5
23534	Transportin-3
6753	Somatostatin receptor 3
390321	OR6C1
6750	Somatostatin
10870	HCST (gene)
6751	Somatostatin receptor 1
10871	CD300C
23530	NNT (gene)
10875	FGL2
23532	PRAME
51399	TRAPPC4
10877	CFHR4
10878	CFHR3
23538	OR52A1
51393	TRPV2
51390	AIG1
2835	GPR12
2838	GPR15
90523	C6orf142
2837	Urotensin-II receptor
415	Arylsulfatase E
419	ART3
410	Arylsulfatase A
6749	Structure specific recognition protein 1
2830	GPR6
6748	SSR4
6746	SSR2
2832	Neuropeptides B/W receptor 2
6745	SSR1
2831	Neuropeptides B/W receptor 1
2834	Prolactin-releasing peptide receptor
412	Steroid sulfatase
6744	SSFA2
2833	CXCR3
23524	SRRM2
10881	ACTL7A
23522	MYST4
23523	CABIN1
6764	ST5 (gene)
10885	WDR3
23520	ANP32C
23521	RPL13A
10886	Neuropeptide FF receptor 2
6760	SS18
10884	MRPS30
51386	EIF3EIP
10887	Prokineticin receptor 1
51388	NIP7
285704	RGMB
10888	GPR83
51382	ATP6V1D
23528	ZNF281
23529	CLCF1
23526	HMHA1
51384	WNT16
23527	CENTB2
427	ASAH1
2827	GPR3
2826	CCR10
429	ASCL1
2825	GPR1
2824	GPM6B
2829	XCR1
2828	GPR4
6759	SSX4 (gene)
6758	SSX5
421	ARVCF
420	ART4
6755	Somatostatin receptor 5
2823	GPM6A
2822	GPLD1
6754	Somatostatin receptor 4
6757	SSX2
2821	Glucose-6-phosphate isomerase
6756	SSX1
10859	LILRB1
10858	CYP46A1
23559	WBP1
10855	Heparanase
10857	PGRMC1
10856	RUVBL2
200734	SPRED2
23551	RASD2
23558	WBP2
23557	SNAPAP
2897	GRIK1
2898	GRIK2
2899	GRIK3
2893	GRIA4
2894	GRID1
2895	GRID2
2896	Granulin
430	ASCL2
439	ASNA1
438	Acetylserotonin O-methyltransferase
60485	SAV1
23549	DNPEP
10868	USP20
60481	ELOVL5
23543	RBM9
2892	GRIA3
10864	SLC22A7
23542	MAPK8IP2
2891	GRIA2
10863	ADAM28
23541	SEC14L2
2890	GRIA1
23547	LILRA4
23545	ATP6V0A2
60489	APOBEC3G
23544	SEZ6L
60488	MRPS35
2888	GRB14
444	ASPH
2889	RAPGEF1
445	Argininosuccinate synthetase 1
2886	GRB7
2887	GRB10
2885	GRB2
2882	GPX7
60492	CCDC90B
60491	NIF3L1
81300	OR4P4
60496	AASDHPPT
60495	HPSE2
6795	AURKC
6794	STK11
6793	STK10
6792	CDKL5
6790	Aurora A kinase
2880	GPX5
2872	MKNK2
2873	GPS1
2874	GPS2 (gene)
6789	STK4
2876	GPX1
2877	GPX2 (gene)
6788	STK3
2878	GPX3
2879	GPX4
10846	PDE10A
126410	CYP4F22
10844	TUBGCP2
10849	CD3EAP
10848	PPP1R13L
10847	SRCAP
23569	PADI4
23567	ZNF346
23566	LPAR3
2870	GRK6
10842	C7orf16
23563	CHST5
10840	ALDH1L1
23562	CLDN14
462	Antithrombin
2862	Motilin receptor
23560	GTPBP4
463	ATBF1
2863	GPR39
2861	GPR37
466	ATF1
2866	GPR42
6799	SULT1A2
467	ATF3
2867	Free fatty acid receptor 2
468	ATF4
2864	Free fatty acid receptor 1
2865	Free fatty acid receptor 3
81309	OR4C15
2868	GRK4
2869	GRK5
60436	TGIF2
654364	NME1-NME2
219952	OR6Q1
219954	OR9I1
1797	DOM3Z
1798	DPAGT1
1795	Dock3
1796	DOK1
112939	BTBD14B
1793	Dock180
1794	Dock2
65083	NOL6
65082	VPS33A
93377	TMEM10
1783	DYNC1LI2
1785	DNM2
1786	DNMT1
1787	TRDMT1
1788	DNMT3A
1789	DNMT3B
43847	KLK14
43849	KLK12
1791	Terminal deoxynucleotidyl transferase
286826	LIN9
389090	OR6B2
219931	TPCN2
112950	MED8
1773	Deoxyribonuclease I
1774	DNASE1L1
159296	NKX2-3
1778	DYNC1H1
1775	DNASE1L2
1776	DNASE1L3
139378	GPR112
1781	DYNC1I2
1780	DYNC1I1
60468	BACH2
219928	MRGPRF
6721	SREBF2
2811	GP1BA
6722	Serum response factor
2812	GP1BB
1767	DNAH5
2810	Stratifin
1761	DMRT1
1760	Myotonin-protein kinase
1763	DNA2L
1762	DMWD (gene)
219983	OR4D6
219982	OR5A1
2817	Glypican 1
219981	OR5A2
2815	Glycoprotein IX
55809	TRERF1
55808	ST6GALNAC1
219986	OR4D11
2813	GP2 (gene)
2814	GP5
55816	DOK5
55811	ADCY10
55812	SPATA7
55813	UTP6
55814	BDP1
1770	DNAH9
55810	FOXJ2
1756	Dystrophin
1755	DMBT1
6732	SRPK1
2800	GOLGA1
6733	SRPK2
2801	GOLGA2
6738	TROVE2
6736	SRY
1750	DLX6
6737	TRIM21
2806	GOT2
2802	GOLGA3
2803	GOLGA4
1759	DNM1
2804	GOLGB1
1758	DMP1 (gene)
2805	GOT1
1757	SARDH
55806	HR (gene)
55802	DCP1A
55803	CENTA2
55800	SCN3B
340665	CYP26C1
55801	Interleukin 26
6742	SSBP1
60401	Ectodysplasin A2 receptor
6741	Sjogren syndrome antigen B
347169	OR1B1
347168	OR1J1
1741	DLG3
1740	DLG2
1743	DLST
1742	DLG4
6700	SPRR2A
1745	DLX1
1747	DLX3 (gene)
219965	OR5B17
1746	DLX2
1749	DLX5
1748	DLX4
6707	SPRR3
6708	Spectrin, alpha 1
219960	OR10Q1
6709	SPTAN1
55833	UBAP2
55835	CENPJ
219958	OR1S2
55837	EAPP
219959	OR1S1
219956	OR9Q1
55839	CENPN
60412	EXOC4
55832	CAND1
1730	DIAPH2
6716	SRD5A2
6717	SRI (gene)
6714	Src (gene)
6715	SRD5A1
6712	SPTBN2
1734	DIO2
6713	Squalene monooxygenase
6710	SPTB
6711	SPTBN1
1731	SEPT1
1738	Dihydrolipoamide dehydrogenase
1737	Dihydrolipoyl transacetylase
1736	Dyskerin
127933	UHMK1
1739	DLG1
55824	PAG1
55825	PECR
55823	VPS11
55829	SELS (gene)
6720	SREBF1
347148	QRFP
4520	MTF1
55840	EAF2
55845	C3orf10
39	ACAT2
38	ACAT1
126393	HSPB6
57863	CADM3
4519	MT-CYB
43	Acetylcholinesterase
56731	SLC2A4RG
41	ACCN2
40	ACCN1
4513	MT-CO2
4512	MT-CO1
170954	KIAA1949
4515	MTCP1
4514	MT-CO3
55850	USE1
81282	OR51G2
81285	OR51E2
22	ABCB7
23	ABCF1
24	ABCA4
25	Abl gene
27	ABL2
28	ABO (gene)
55859	BEX1
4508	MT-ATP6
4507	MTAP
4509	MT-ATP8
30	ACAA1
114798	SLITRK1 (gene)
32	ACACB
31	ACACA
4502	Metallothionein 2A
4501	MT1X
4504	MT3
55863	TMEM126B
55861	DBNDD2
19	ABCA1
124274	GPR139
55867	SLC22A11
13	AADAC
14	AAMP (gene)
55869	HDAC8
12	Alpha 1-antichymotrypsin
21	ABCA3
20	ABCA2
728294	D2HGDH
55872	PBK (gene)
55871	CBWD1
55870	ASH1L
65123	INTS3
53616	ADAM22
53615	MBD3
55879	GABRQ
65125	WNK1
10	N-acetyltransferase 2
55885	LMO3
389158	PLSCR5
115817	DHRS1
81	Actinin alpha 4
86	ACTL6A
87	Actinin, alpha 1
53637	S1PR5
53635	PTOV1
55894	DEFB103A
53632	PRKAG3
55898	UNC45A
4552	MTRR (gene)
4543	Melatonin receptor 1A
4544	Melatonin receptor 1B
56704	JPH1
55890	GPRC5C
4547	Microsomal triglyceride transfer protein
4548	Methionine synthase
54361	WNT4
70	ACTC1
71	ACTG1
72	ACTG2
59	ACTA2
58	Actin, alpha 1
56	ACRV1
55	Prostatic acid phosphatase
4542	MYO1F
4541	MT-ND6
4538	MT-ND4
4539	MT-ND4L
4536	MT-ND2
4537	MT-ND3
4534	Myotubularin 1
4535	MT-ND1
60	Beta-actin
49	Acrosin
54386	TERF2IP
115827	RAB3C
56729	Resistin
4528	MTIF2
4521	NUDT1
4522	MTHFD1
4524	Methylenetetrahydrofolate reductase
51	ACOX1
52	ACP1
53	ACP2
54	Tartrate-resistant acid phosphatase
10818	FRS2
255738	PCSK9
4599	MX1
487	ATP2A1
486	FXYD2
4598	Mevalonate kinase
23462	HEY1
489	ATP2A3
23467	NPTXR
23468	CBX5 (gene)
284119	PTRF
23469	PHF3
23463	ICMT
483	ATP1B3
480	ATP1A4
481	ATP1B1
10825	NEU3
10827	C5orf3
10809	STARD10
10808	HSPH1
474	ATOH1
473	RERE
4589	MUC7
4588	MUC6
476	ATPase, Na+/K+ transporting, alpha 1
475	ATOX1
478	ATP1A3
477	ATP1A2
479	ATP12A
4591	TRIM37
23479	ISCU
23476	BRD4
471	Inosine monophosphate synthase
4594	Methylmalonyl-CoA mutase
23474	ETHE1
4595	MUTYH
472	Ataxia telangiectasia mutated
54328	GPR173
54329	GPR85
10813	UTP14A
10810	WASF3
10811	NOXA1
10817	FRS3
10814	CPLX2
10815	CPLX1
283092	OR4C13
283093	OR4C12
254786	OR6C3
2788	GNG7
2787	GNG5
23480	SEC61G
2784	GNB3
23481	PES1
2783	GNB2
57805	KIAA1967
2786	GNG4
2785	GNG3
57804	POLD4
4583	MUC2
51304	ZDHHC3
2791	GNG11
4584	MUC3A
2792	GNGT1
4585	MUC4
51302	CYP39A1
4586	MUC5AC
2793	GNGT2
51308	REEP2
4580	MTX1
54331	GNG2
51305	KCNK9
54332	GDAP1
4582	MUC1
10803	CCR9
10804	GJB6
10806	SDCCAG8
51300	C3orf1
10800	Cysteinyl leukotriene receptor 1
10801	SEPT9
98	ACYP2
97	ACYP1
255725	OR52B2
95	ACY1
94	ACVRL1
93	ACVR2B
92	ACVR2A
91	ACVR1B
90	ACVR1
23491	Carboxylesterase 3
51309	ARMCX1
57819	LSM2
57818	G6PC2
2798	GNRHR
57817	HAMP
2797	GNRH2
23495	TNFRSF13B
2796	Gonadotropin-releasing hormone
23493	HEY2
498	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha 1
491	ATP2B2
51313	C4orf18
492	ATP2B3
23499	MACF1
51312	SLC25A37
493	ATP2B4
54344	DPM3
54345	SOX18
51314	TXNDC3
51317	PHF21A
490	ATP2B1
285659	OR2V2
283078	MKX
51311	TLR8
88	Actinin, alpha 2
89	ACTN3
57829	ZP4
114769	COP1
57820	CCNB1IP1
57823	SLAMF7
51322	WAC (gene)
114770	PGLYRP2
65110	UPF3A
142684	RAB40A
341799	OR6S1
51329	C1QL1
51327	ERAF
140545	RNF32
51324	SPG21
57835	SLC4A5
114757	Cytoglobin
142680	SLC34A3
57834	CYP4F11
51330	TNFRSF12A
51332	SPTBN5
65109	UPF3B
142679	DUSP19
142678	MIB2 (gene)
65108	MARCKSL1
114791	TUBGCP5
51343	FZR1
51341	ZBTB7A
114793	FMNL2
51347	TAOK3
124220	LOC124220
25759	SHC2
114784	CSMD2
338	Apolipoprotein B
339	APOBEC1
332	Survivin
333	APLP1
330	Baculoviral IAP repeat-containing protein 3
331	XIAP
336	APOA2
337	APOA4
334	APLP2
335	Apolipoprotein A1
374291	NDUFS7
146956	EME1
85464	SSH2
10714	POLD3
10713	USP39
10715	LASS1
10718	NRG3
10717	AP4B1
204851	HIPK1
222545	GPRC6A
341	Apolipoprotein C1
343	AQP8
344	Apolipoprotein C2
345	Apolipoprotein C3
346	Apolipoprotein C4
347	Apolipoprotein D
348	Apolipoprotein E
10721	POLQ
